Test Case ID|TC Author|Desc of TC|Expected outcome|Status|Test Mode|Scenarios|
sc3.1.2_l2_004|Christophe.Strobbe|A page with an English sentence that contains a German acronym. The German expansion of the acronym is provided in the title attribute of the acronym element, which also has a lang attribute with the value "de" for German.|pass|accepted QA|oneExpert|0|
sc3.1.2_l2_005|Christophe.Strobbe|A page with a German sentence that contains an English acronym. The English expansion of the acronym is provided in the title attribute of the acronym element, which also has a lang attribute with the value "en" for English.|pass|accepted QA|oneExpert|0|
sc3.1.2_l2_006|Christophe.Strobbe|A page with an English sentence that contains a German acronym. The German expansion of the acronym is provided in the title attribute of the acronym element, which also has a lang attribute with the value "fr" for French instead of "de" for German.|fail|accepted QA|oneExpert|0|
sc3.1.2_l2_007|Christophe.Strobbe|A page with an English sentence that contains a German acronym. The German expansion of the acronym is provided in the title attribute of the acronym element, which does not have a lang attribute to identify the language.|fail|draft|oneExpert|0|
sc3.1.2_l2_008|Christophe.Strobbe|A page with a German sentence that contains an English acronym. The English expansion of the acronym is provided in the title attribute of the acronym element, which also has a lang attribute with the value "uk" instead of "en" for English. ("uk" is the language code for Ukrainian.)|fail|accepted QA|oneExpert|0|
sc3.1.2_l2_009|Christophe.Strobbe|A page with German content that contains a logo with a text alternative in English. The English text alternative of the image is provided in the alt attribute of the img element, which also has a lang attribute with the value "en" for English.|pass|accepted QA|oneExpert|0|
sc3.1.2_l2_010|Christophe.Strobbe|A page with German content that contains a logo with a text alternative in English. The English text alternative of the image is provided in the alt attribute of the img element, which also has a lang attribute with the value "uk" instead of "en" for English. ("uk" is the language code for Ukrainian.)|fail|accepted QA|oneExpert|0|
sc3.1.2_l2_011|Christophe.Strobbe|A page with German content that contains a logo with a text alternative in English. The English text alternative of the image is provided in the alt attribute of the img element, which does not have a lang attribute.|fail|accepted QA|oneExpert|0|
sc3.1.2_l2_012|Christophe.Strobbe|A page with Dutch content that contains a logo with a text alternative in English. The English text alternative of the image is provided in the alt attribute of the img element, which also has a lang attribute with the value "en" for English.|pass|accepted QA|oneExpert|0|
sc3.1.2_l2_013|Christophe.Strobbe|A page with Dutch content that contains a logo with a text alternative in English. The English text alternative of the image is provided in the alt attribute of the img element, which also has a lang attribute with the value "english" instead of "en" for English.|fail|accepted QA|oneExpert|0|
sc3.1.2_l2_014|Christophe.Strobbe|A page with Dutch content that contains a logo with a text alternative in English. The English text alternative of the image is provided in the alt attribute of the img element, which also has a lang attribute with the value "eh" instead of "en" for English.|fail|accepted QA|oneExpert|0|
sc3.1.2_l2_015|Christophe.Strobbe|A page with Dutch content that contains a logo with a text alternative in English. The English text alternative of the image is provided in the alt attribute of the img element, which has no lang attribute to identify the language of the text alternative.|fail|accepted QA|oneExpert|0|
sc3.1.2_l2_016|Christophe.Strobbe|A document with an English sentence that contains a phrase in French that has become part of the English language in England. The change from English to French is not identified. (The span element containing the phrase in French does not have a lang attribute with the value "fr" for French.)|pass|accepted by first validators|oneExpert|1|
sc3.1.2_l2_017|Christophe.Strobbe|A document with an English sentence that contains a phrase in French that has become part of the English language in England. The change from English to French is identified. (The span element containing the phrase in French has a lang attribute with the value "fr" for French.)|pass|accepted QA|oneExpert|0|
sc3.1.2_l2_018|Christophe.Strobbe|A document with an English sentence that contains a word in Italian. The change from English to Italian is identified. (The span element containing the Italian word has a lang attribute with the value "it" for Italian.)|pass|accepted QA|oneExpert|0|
sc3.1.2_l2_019|Christophe.Strobbe|A document with an English sentence that contains a word in Italian. The change from English to Italian is not identified. (The span element containing the Italian word does not have a lang attribute with the value "it" for Italian.)|fail|accepted QA|oneExpert|0|
sc3.1.2_l2_020|Christophe.Strobbe|A document with an excerpt of Schlegel's translation of Shakespeare's play Henry V. The primary language of the content is correctly identified as English by means of the lang and xml:lang attributes on the html element. The German translation is included in a blockquote element where the language is correctly identified with the lang attribute (with the value "de" for German). Language changes from German to French inside the translation are also correctly identified with the lang attribute (with the value "fr" for French). User agents should be able to determine the language of each passage in the content.|pass|accepted for end user evaluation|oneExpert|1|
sc3.1.3_l3_001|Christophe.Strobbe|A document with text in English where a few words or phrases are used in an unusual or restricted way; these words are hyperlinked to glossary entries below the text.|pass|accepted QA|oneExpert|0|
sc3.1.3_l3_002|Christophe.Strobbe|A document with text in English where a few words or phrases are used in an unusual or restricted way. There are no inline definitions. A glossary below the text explains the technical terms but there are no links between the terms (as they occur in the text) and the definitions.|pass|accepted QA|oneExpert|0|
sc3.1.3_l3_003|Christophe.Strobbe|A document with text in English where a few words or phrases are used in an unusual or restricted way. The head element contains a link element that references a glossary where these terms are explained. Some user agents use this link element to generate an additional (navigation) bar that enables the user to access the glossary.|cannotTell|accepted for end user evaluation|oneExpert|1|
sc3.1.3_l3_004|Christophe.Strobbe|A document with text in English that contains nautical terms. Below the text is a glossary with the nautical terms that are used in the text. There are no links between the terms in the text and the entries in the glossary.|pass|accepted for end user evaluation|oneExpert|6|
sc3.1.3_l3_005|Christophe.Strobbe|A document with text in English that contains nautical terms. Below the text is a glossary with the nautical terms that are used in the text; there are links between the nautical terms in the text and the corresponding glossary entries. Browsers that support the CSS pseudo-selector :onfocus will highlight the glossary entry when a user activates the link to the term. (This works in Mozilla and Firefox but not in Internet Explorer 6 or Opera 7.54.) [Some links, for phrases that don't have or don't need a glossary entry, lead to a dummy page.]|pass|draft|oneExpert|3|
sc3.1.3_l3_006|Christophe.Strobbe|A document with text in English that contains nautical terms; there is no link to an online English dictionary or similar resource where the meaning of the words in the text can be looked up.|fail|accepted QA|oneExpert|0|
sc3.1.3_l3_007|Christophe.Strobbe|A document with text in English that contains nautical terms. The first occurrence of each nautical term links to a glossary entry on a separate page that only contains a glossary.|pass|accepted for end user evaluation|oneExpert|5|
sc3.1.3_l3_008|Christophe.Strobbe|A document with text in English that contains nautical terms. The head element contains a link element that references a glossary where these terms are explained. Some user agents uses this link element to generate an additional (navigation) bar that enables the user to access the glossary.|cannotTell|accepted for end user evaluation|oneExpert|5|
sc3.1.4_l3_001|Christophe.Strobbe|A short text with an acronym; the expansion of the acronym is provided in the title attribute of the acronym element.|pass|accepted QA|oneExpert|0|
sc3.1.4_l3_002|Christophe.Strobbe|A short text with an acronym; the expansion of the acronym is provided between parentheses after the acronym.|pass|accepted QA|oneExpert|0|
sc3.1.4_l3_003|Christophe.Strobbe|A short text with an acronym; the acronym is marked up with the acronym element, but the expansion of the acronym is not provided in the markup or the text.|fail|accepted QA|automatic|0|
sc3.1.4_l3_004|Christophe.Strobbe|A short text with an acronym; the acronym is not marked up with the acronym element, and the expansion of the acronym is not provided in the markup or the text.|fail|accepted QA|oneExpert|0|
sc3.1.4_l3_005|Christophe.Strobbe|A short text with an acronym; the acronym is marked up with the acronym element, but the expansion in the title attribute is "Alcoholics Anonymous Society" instead of "World Wide Web Consortium".|fail|accepted QA|oneExpert|0|
sc3.1.4_l3_006|Christophe.Strobbe|A short text with an acronym; the expansion of the acronym is provided in the title attribute of the acronym element, but the expansion — as opposed to the acronym itself — is not well known.|cannotTell|pending bugfix|oneExpert|6|
sc3.1.4_l3_007|Christophe.Strobbe|A short text with an acronym; the acronym is marked up with the acronym element, but the expansion is not provided. The expansion — as opposed to the acronym itself — is not well known.|cannotTell|accepted QA|oneExpert|0|
sc3.1.4_l3_008|Christophe.Strobbe|A short text with an abbreviation; the expansion of the abbreviation is provided in the title attribute of the abbr element. Internet Explorer (version 6.0 or earlier) does not display the title attribute of the abbr element when one hovers the mouse over the abbrevation, so users of this browser can have trouble finding the meaning of the abbreviation.|pass|pending bugfix|oneExpert|1|
sc3.1.4_l3_009|Christophe.Strobbe|A short text with an abbreviation; the abbreviation is marked up with the abbr element, but the expansion is not provided (there is no title attribute).|fail|accepted QA|oneExpert|0|
sc3.1.4_l3_010|Christophe.Strobbe|A short text with an abbreviation; the abbreviation is not marked up with the abbr element, and the expansion is not provided (there is no title attribute).|fail|accepted QA|oneExpert|0|
sc3.1.4_l3_011|Christophe.Strobbe|A short German text with an abbreviation; the expansion of the abbreviation is provided in the title attribute of the abbr element. Internet Explorer (version 6.0 or earlier) does not support the abbr element, so users of this browser can have trouble finding the meaning of the abbreviation.|pass|pending bugfix|oneExpert|1|
sc3.1.4_l3_012|Christophe.Strobbe|A short German text with an abbreviation; the abbreviation is marked up with the abbr element, but the expansion is not provided (there is no title attribute); the abbreviation is very well known to people who know German.|fail|pending bugfix|oneExpert|1|
sc3.1.4_l3_013|Christophe.Strobbe|A short German text with an abbreviation; the abbreviation is not marked up with the abbr element, and the expansion is not provided (there is no title attribute); the abbreviation is very well known to people who know German.|fail|pending bugfix|oneExpert|0|
sc3.1.4_l3_014|Christophe.Strobbe|A short text with an acronym; the expansion of the acronym is provided before the acronym.|pass|accepted QA|oneExpert|0|
sc3.1.4_l3_015|Christophe.Strobbe|A short text with an acronym; the expansion of the acronym is provided in the title attribute of the acronym element, but because the expansion — as opposed to the acronym itself — is not well known, the acronym is also repeated in the title attribute.|pass|pending bugfix|oneExpert|6|
sc3.1.5_l3_001|Christophe.Strobbe|A text that requires a reading ability above the upper secondary education level, with a summary at the bottom that does not require a reading ability higher than primary education level.|pass|accepted for end user evaluation|experts|1|
sc3.1.5_l3_002|Christophe.Strobbe|A text that requires a reading ability above the upper secondary education level, without a summary or other supplement that may help people with certain cognitive disabilities to understand the text.|fail|accepted QA|oneExpert|0|
sc3.1.5_l3_003|Christophe.Strobbe|A text that requires a reading ability above the upper secondary education level, with a summary at the bottom that requires a reading ability higher than primary education level.|fail|accepted for end user evaluation|experts|1|
sc3.1.6_l3_001|Christophe.Strobbe|A web page that contains a sentence where the meaning of the word “row” cannot be determined without knowing the pronunciation.|fail|accepted QA|oneExpert|0|
sc3.1.6_l3_002|Christophe.Strobbe|A web page that contains a sentence where the meaning of the word “row” cannot be determined without knowing the pronunciation.|fail|accepted QA|oneExpert|0|
sc3.1.6_l3_003|Christophe.Strobbe|A web page that contains a sentence where the meaning of the word “row” can be determined with the provided pronunciation information (provided with simple Ruby annotation). In user agents that support Ruby (and XHTML 1.1), the pronunciation is displayed alongside the annotated word in a smaller font.|pass|accepted by first validators|oneExpert|1|
sc3.1.6_l3_004|Christophe.Strobbe|A web page that contains a sentence where the meaning of the word “row” can be determined with the provided pronunciation information (provided with simple Ruby annotation with parentheses). In user agents that support Ruby (and XHTML 1.1), the pronunciation is displayed alongside the annotated word in a smaller font. In user agents that do not support Ruby, the pronunciation is displayed in parentheses.|pass|accepted by both validators|oneExpert|1|
sc3.2.1_l1_001|johannes.koch|Document containing a link; when the link gets focus a MIDI file is loaded.|fail|accepted QA|oneExpert|0|
sc3.2.1_l1_002|johannes.koch|Document containing a link; when the link gets focus, the browser window is moved.|fail|accepted QA|oneExpert|0|
sc3.2.1_l1_003|johannes.koch|Document containing three links; when the first gets focus, the focus is automatically moved to the third.|fail|accepted QA|oneExpert|0|
sc3.2.1_l1_004|johannes.koch|Document containing a link; when the link gets focus, another file is loaded.|fail|accepted QA|oneExpert|0|
sc3.2.1_l1_005|johannes.koch|Document containing an input field; when the input field gets focus a MIDI file is loaded.|fail|accepted QA|oneExpert|0|
sc3.2.1_l1_006|johannes.koch|Document containing an input field; when the input field gets focus, the browser window is moved.|fail|accepted QA|oneExpert|0|
sc3.2.1_l1_007|johannes.koch|Document containing an input field and a link; when the input field gets focus, the focus is automatically moved to the link.|fail|accepted QA|oneExpert|0|
sc3.2.1_l1_008|johannes.koch|Document containing an input field; when the input field gets focus, another file is loaded.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_001|johannes.koch|Document containing two radio buttons; when the radio button state changes a MIDI file is loaded with an external player.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_002|johannes.koch|Document containing two radio buttons; when the radio button state changes the browser window is moved.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_003|johannes.koch|Document containing two radio buttons and a link; when the radio button state changes, the focus is moved to the link.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_004|johannes.koch|Document containing two radio buttons; when the radio button state changes a new file is loaded into the browser.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_005|johannes.koch|Document containing a checkbox; when the checkbox state changes a MIDI file is loaded with an external player.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_006|johannes.koch|Document containing a checkbox; when the checkbox state changes the browser window is moved.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_007|johannes.koch|Document containing a checkbox and a link; when the checkbox state changes the focus is moved to the link.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_008|johannes.koch|Document containing a checkbox; when the checkbox changes a new file is loaded into the browser.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_009|johannes.koch|Document containing a select menu; when the select menu state changes a MIDI file is loaded with an external player.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_010|johannes.koch|Document containing a select menu; when the select menu state changes the browser window is moved.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_011|johannes.koch|Document containing a select menu and a link; when the select menu state changes the focus is moved to the link.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_012|johannes.koch|Document containing a select menu; when the select menu changes a new file is loaded into the browser.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_013|johannes.koch|Document containing an input field; when the input field state changes a MIDI file is loaded with an external player.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_014|johannes.koch|Document containing an input field; when the input field state changes the browser window is moved.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_015|johannes.koch|Document containing an input field and a link; when the input field state changes the focus is moved to the link.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_016|johannes.koch|Document containing an input field; when the input field changes a new file is loaded into the browser.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_017|johannes.koch|Document containing a password field; when the password field state changes a MIDI file is loaded with an external player.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_018|johannes.koch|Document containing a password field; when the password field state changes the browser window is moved.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_019|johannes.koch|Document containing a password field and a link; when the password field state changes the focus is moved to the link.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_020|johannes.koch|Document containing a password field; when the password field changes a new file is loaded into the browser.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_021|johannes.koch|Document containing a textarea; when the textarea state changes a MIDI file is loaded with an external player.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_022|johannes.koch|Document containing a textarea; when the textarea state changes the browser window is moved.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_023|johannes.koch|Document containing a textarea and a link; when the textarea state changes the focus is moved to the link.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_024|johannes.koch|Document containing a textarea; when the textarea changes a new file is loaded into the browser.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_025|johannes.koch|Document containing a file input; when the file input state changes a MIDI file is loaded with an external player.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_026|johannes.koch|Document containing a file input; when the file input state changes the browser window is moved.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_027|johannes.koch|Document containing a file input and a link; when the file input state changes the focus is moved to the link.|fail|accepted QA|oneExpert|0|
sc3.2.2_l1_028|johannes.koch|Document containing a file input; when the file input changes a new file is loaded into the browser.|fail|accepted QA|oneExpert|0|
sc3.2.3_l2_001|johannes.koch|Two web pages forming a set. Each contains a top navigation list with two links; in each page, the links are in the same markup order.|pass|accepted QA|oneExpert|0|
sc3.2.3_l2_002|johannes.koch|Two web pages forming a set. Each contains a top navigation list with two links; in each page, the links are in different markup order.|fail|accepted QA|oneExpert|0|
sc3.2.3_l2_003|johannes.koch|Two documents containing a navigation section and a content section displayed in a different order in each file using javascript.|fail|draft|oneExpert|0|
sc3.2.3_l2_004|johannes.koch|Two documents containing two sections in the same order, but the order in the second file is changed via styling.|fail|accepted QA|oneExpert|0|
sc3.2.4_l2_001|johannes.koch|Two documents, each containing two links that are labeled the same in both documents ('Home page' and 'Contact page').|pass|accepted QA|oneExpert|0|
sc3.2.4_l2_002|johannes.koch|Two documents, each containing two links (first 'Home page' and 'Contact page', second 'Start page' and 'Contact page').|fail|accepted QA|oneExpert|1|
sc3.2.4_l2_003|johannes.koch|Two documents, each containing two buttons ('send' and 'discard').|pass|accepted QA|automatic|0|
sc3.2.4_l2_004|johannes.koch|Two documents, each containing two buttons (first: 'send' and 'discard', second: 'submit' and 'reset').|fail|accepted QA|automatic|0|
sc3.2.4_l2_005|johannes.koch|Two documents, each containing two buttons (first: 'Send 'Hi'' and 'Submit', second 'Send 'Hi'' and 'Submit').|pass|accepted QA|automatic|0|
sc3.2.4_l2_006|johannes.koch|Two documents, each containing two buttons (first: 'Send 'Hi'' and 'Submit', second 'show greeting' and 'send').|fail|accepted QA|automatic|0|
sc3.2.4_l2_007|johannes.koch|Two documents, each containing two image buttons (first: 'send' and 'send', second: 'send' and 'send'). (IE 6 cannot handle this, Opera 9 cannot send with second button)|pass|accepted QA|automatic|0|
sc3.2.4_l2_008|johannes.koch|Two documents, each containing two image buttons (first: 'send' and 'send', second: 'submit' and 'submit'). (IE 6 cannot handle this, Opera 9 cannot send with second button)|fail|accepted QA|automatic|0|
sc3.2.4_l2_009|johannes.koch|Two documents, each containing a client-side image map.|pass|accepted QA|automatic|0|
sc3.2.4_l2_010|johannes.koch|Two documents, each containing a client-side image map.|fail|accepted QA|automatic|0|
sc3.2.4_l2_011|johannes.koch|Two documents, each containing a link element.|pass|accepted QA|automatic|0|
sc3.2.4_l2_012|johannes.koch|Two documents, each containing a link element.|fail|accepted QA|automatic|0|
sc3.2.4_l2_013|johannes.koch|Two documents, each containing a clickable text.|pass|rejected QA|automatic|0|
sc3.2.4_l2_014|johannes.koch|Two documents, each containing a clickable text.|fail|rejected QA|automatic|0|
sc3.2.4_l2_015|johannes.koch|Two documents, each containing a graphical link.|pass|accepted QA|oneExpert|0|
sc3.2.4_l2_016|johannes.koch|Two documents, each containing a graphical link.|fail|accepted QA|oneExpert|0|
sc3.2.4_l2_017|johannes.koch|Two documents, each containing a graphical link.|pass|accepted QA|oneExpert|0|
sc3.2.4_l2_018|johannes.koch|Two documents, each containing a graphical link.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_001|johannes.koch|Document containing a link to a MIDI file; when the link is activated, an external player is opened.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_002|johannes.koch|Document containing a link; when the link is activated the browser window is resized, and the referenced page is loaded. The link has no associated text saying that it will move the window.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_003|johannes.koch|Document containing two links; when the first is activated the second gets focus.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_004|johannes.koch|Document containing a link to a different file. Activating the link loads the referenced HTML document into the browser.|pass|accepted QA|oneExpert|0|
sc3.2.5_l3_009|johannes.koch|Document containing a text input field; when the user types a character an MP3 file is loaded with an external player.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_010|johannes.koch|Document containing a text input field; when the user types a character the browser window is resized.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_011|johannes.koch|Document containing a text input field and a link; when the user types a character the link gets focus.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_012|johannes.koch|Document containing a form with a text input field; when the user types a character a new document is loaded.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_013|johannes.koch|Document containing a form with an input field and a submit button; when the user activates the button an MP3 file is loaded with an external player.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_014|johannes.koch|Document containing a form with an input field and a submit button; when the user activates the button the browser window is moved.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_015|johannes.koch|Document containing a form with an input field and a submit button, and a link; when the user activates the button the link gets focus.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_016|johannes.koch|Document containing a form with an input field and a submit button; when the user activates the button a response is loaded.|pass|accepted QA|oneExpert|0|
sc3.2.5_l3_017|johannes.koch|Document containing a forms with an input field and a reset button; when the user activates the button an MP3 file is loaded with an external player.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_018|johannes.koch|Document containing a form with an input field and a reset button; when the user activates the reset button the browser window is moved.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_019|johannes.koch|Document containing a form with an input field and a reset button, and a link; when the user activates the button the link gets focus.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_020|johannes.koch|Document containing a form with an input field and a reset button; when the user activates the button a dummy page is loaded.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_021|johannes.koch|Document containing a link; when the user hovers over the link an MP3 file is loaded with an external player.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_022|johannes.koch|Document containing a link; when the user hovers over the link the browser window is moved.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_023|johannes.koch|Document containing two links; when the user hovers over the first link the second gets focus.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_024|johannes.koch|Document containing a link; when the user hovers over the link a dummy page is loaded.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_025|johannes.koch|Document containing a link; when the user moves focus from the link a MIDI file is loaded with an external player.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_026|johannes.koch|Document containing a link; when the user moves focus from the link the browser window is moved.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_027|johannes.koch|Document containing three links; when the user moves focus from the first link the third (not the second) gets focus.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_028|johannes.koch|Document containing a link; when the user moves focus from the link a dummy page is loaded.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_029|johannes.koch|Document containing a text input field (in a paragraph but not in a form element); when the user moves focus from the text input field a MIDI file is loaded with an external player.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_030|johannes.koch|Document containing a text input field (in a paragraph but not in a form element); when the user moves focus from the text input field the browser window is moved.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_031|johannes.koch|Document containing a text input field (in a paragraph but not in a form element) and two links; when the user moves focus from the text input field the second link (not the first) gets focus.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_032|johannes.koch|Document containing a text input field (in a paragraph but not in a form element); when the user moves focus from the text input field a dummy page is loaded.|fail|accepted QA|oneExpert|0|
sc3.2.5_l3_033|johannes.koch|Document containing a link to a MIDI file; when the link is activated, an external player is opened. The link text warns the user that the links will open a new user agent.|pass|accepted QA|oneExpert|0|
sc3.2.5_l3_034|johannes.koch|Document containing a link; when the link is activated the browser window is moved. The link text warns the user for the change of viewport.|pass|accepted QA|oneExpert|0|
sc3.2.5_l3_035|johannes.koch|Document containing two links; when the first is activated the second gets focus. The change of focus is described in the link text of the first link.|pass|accepted QA|oneExpert|0|
sc3.2.5_l3_036|johannes.koch|Document containing a text input field; when the user types a character an MP3 file is loaded with an external player. A warning above the form tells the user that entering text into the field will open a media player.|pass|accepted QA|oneExpert|0|
sc3.2.5_l3_037|johannes.koch|Document containing a text input field; when the user types a character the browser window is resized. A warning above the form tells the user that entering text into the field will cause a resizing of the browser.|pass|accepted QA|oneExpert|0|
sc3.2.5_l3_038|johannes.koch|Document containing a text input field and a link; when the user types a character the link gets focus. The change of focus is described above the form.|pass|accepted QA|oneExpert|0|
sc3.2.5_l3_039|johannes.koch|Document containing a text input field; when the user types a character a new document is loaded. The change of content is described above the form.|pass|accepted QA|oneExpert|0|
sc3.2.5_l3_040|johannes.koch|Document containing a form with a submit button; when the user activates the button a MIDI file is loaded with an external player. The change of content is described above the form.|pass|accepted QA|oneExpert|0|
sc3.2.5_l3_041|johannes.koch|Document containing a form with a submit button; when the user activates the button the browser window is moved. The change of viewport is described above the form.|pass|accepted QA|oneExpert|0|
sc3.2.5_l3_042|johannes.koch|Document containing a form with a submit button, and a link; when the user activates the button the link gets focus.|pass|accepted QA|oneExpert|0|
sc3.2.5_l3_044|johannes.koch|Document containing a form with a reset button; when the user activates the button a MIDI file is loaded with an external player. The change of content is described above the form.|pass|accepted QA|oneExpert|0|
sc3.2.5_l3_045|johannes.koch|Document containing a form with a reset button; when the user activates the button the browser window is moved. The change of viewport is described above the form.|pass|accepted QA|oneExpert|0|
sc3.2.5_l3_046|johannes.koch|Document containing a form with a reset button, and a link; when the user activates the button the link gets focus. The change of focus is described above the reset button.|pass|accepted QA|oneExpert|0|
sc3.2.5_l3_047|johannes.koch|Document containing a form with a reset button; when the user activates the button a dummy page is loaded. The change of content is described above the reset button.|pass|accepted QA|oneExpert|0|
sc3.2.5_l3_048|johannes.koch|Document containing a link; when the user hovers over the link a MIDI file is loaded with an external player. The change of user agent is described before the link.|pass|draft|oneExpert|0|
sc3.2.5_l3_049|johannes.koch|Document containing a link; when the user hovers over the link the browser window is moved. The text before the link warns the user for the change of viewport.|pass|accepted QA|oneExpert|0|
sc3.2.5_l3_050|johannes.koch|Document containing two links; when the user hovers over the first link the second gets focus. The user is warned about this behaviour in the text before the link.|pass|accepted QA|oneExpert|0|
sc3.2.5_l3_051|johannes.koch|Document containing a link; when the user hovers over the link a dummy page is loaded. The user is warned about this behaviour in the text before the link.|pass|accepted QA|oneExpert|0|
sc3.2.5_l3_052|johannes.koch|Document containing a link; when the user moves focus from the link a MIDI file is loaded with an external player. The user is warned about this behaviour in the text before the link.|pass|draft|oneExpert|0|
sc3.2.5_l3_053|johannes.koch|Document containing a link; when the user moves focus from the link the browser window is moved. The user is warned about this behaviour in the text before the link.|pass|accepted QA|oneExpert|0|
sc3.2.5_l3_054|johannes.koch|Document containing three links; when the user moves focus from the first link the third (not the second) gets focus. The user is warned about this behaviour in the text before the link.|pass|accepted QA|oneExpert|0|
sc3.2.5_l3_055|johannes.koch|Document containing a link; when the user moves focus from the link a dummy page is loaded. The user is warned about this behaviour in the text before the link|pass|accepted QA|oneExpert|0|
sc4.1.1_l1_001|Christophe.Strobbe|An XHTML file that is not well-formed because the em and strong elements overlap while they should nest. This makes the structure ambiguous and might cause problems, for example for IBM Home Page Reader (see 'HTML 4.01 validity errors' at http://www.w3.org/2005/Talks/0908-wcag/validity-errors.html. (As a consequence of this ambiguity, some user agents may render the order of the words in the sentence in an order that does not make sense.)|fail|draft|semi-automatic|3|
sc4.1.1_l1_002|Christophe.Strobbe|An XHTML file that is not well-formed because the elements dt (for marking up the headword) and dd (for marking up the definition) overlap while they should follow each other. This makes the structure ambiguous and might cause problems.|fail|draft|enduser|3|
sc4.1.1_l1_003|Christophe.Strobbe|An XHTML file that is well-formed but not valid because the first definition dd element ("definition description") appears before the first dt, which is not allowed by the specification. As a consequence, the first definition appears before the term that it defines. Validity is a requirement for 'Strictly Conforming Documents' (see http://www.w3.org/TR/2002/REC-xhtml1-20020801/#strict) but not for well-formedness.|fail|rejected QA|automatic|3|
sc4.1.1_l1_004|Christophe.Strobbe|An XHTML file that is not well-formed because there is an end tag (</div>) that has no matching start tag (<div>). This end tag occurs between the definition list and the end of the body element. This does probably not cause ambiguity but is not allowed by the specification.|fail|draft|semi-automatic|3|
sc4.1.1_l1_005|Christophe.Strobbe|An XHTML file that is well-formed but not valid because the dd elements have an alt attribute, which is not allowed on these elements. It is not clear how assistive technology responds to this; possibly, the alt attributes are ignored.|fail|accepted for end user evaluation|oneExpert|3|
sc4.1.1_l1_006|Christophe.Strobbe|An XHTML file that is not well-formed because there is an img element that has two alt attributes instead of one. Both alt attributes contain a different text alternative. It is not clear if the first or the last attribute will take precedence in user agents and assistive technologies.|fail|accepted for end user evaluation|experts|1|
sc4.1.1_l1_007|Christophe.Strobbe|An XHTML file that is not well-formed because there is an img element that has two alt attributes instead of one. The first alt attribute is empty; the second contains text alternative. It is not clear if the first or the last attribute will take precedence in user agents and assistive technologies. If the first takes precedence, the screen reader will ignore the image; if the second takes precedence, the screen reader may read the text alternative.|fail|accepted for end user evaluation|experts|1|
