Test Case ID|TC title|TC description|TC purpose|Scenario ID|Disabilities|AT|User Agent|User Guidance|Question|Question Type
sc2.5.1_l1_025|Mandatory text input field with error correction (date)|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains one text input field for entering the date of birth with mandatory input. If the user submits and no date is entered or the date is invalid, the error is identified and described to the user in text (JavaScript).|The document is intended to pass, because the input error is specified and presented to the user in text.|s08|aphasia,dyscalculus,dyslexia,functional illiteracy,intellectual disability,learning disability,||talking browser(exp=2),(version=0);|You will be presented a form where several items are already filled in, but the last one is empty. For the empty item you are asked to provide a date of birth. To provoke an error, please fill in 45/45/206 as date and submit the form. Once the error screen has appeared, please correct the date.|Was it easy to correct the date?|yesNoOpenQuestion|
sc2.5.1_l1_038|Mandatory text input field with error correction (date)|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains one text input field for entering the date of birth with mandatory input. If the user submits and no date is entered or the date is invalid, the error is identified and described to the user in text (server side detection).|The document is intended to pass, because the input error is identified and described to the user in text.|s01|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),(version=0);|You will be presented a form in which several items are already filled in, but the last one is empty. For the empty item you will be asked to provide a date of birth. To provoke an error, please fill in 45/45/206 as the date of birth and submit the form. Once the error screen has appeared, please correct the date.|Was it easy to correct the date?|yesNoOpenQuestion|
sc2.5.1_l1_038|Mandatory text input field with error correction (date)|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains one text input field for entering the date of birth with mandatory input. If the user submits and no date is entered or the date is invalid, the error is identified and described to the user in text (server side detection).|The document is intended to pass, because the input error is identified and described to the user in text.|s02|blindness,|screenreader(exp=2),(version=0);Braille display(exp=2),(version=0);|browser(exp=2),(version=0);|You will be presented a form in which several items are already filled in, but the last one is empty. For the empty item you will be asked to provide a date of birth. To provoke an error, please fill in 45/45/206 as the date of birth and submit the form. Once the error screen has appeared, please correct the date.|Was it easy to correct the date?|yesNoOpenQuestion|
sc2.5.1_l1_038|Mandatory text input field with error correction (date)|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains one text input field for entering the date of birth with mandatory input. If the user submits and no date is entered or the date is invalid, the error is identified and described to the user in text (server side detection).|The document is intended to pass, because the input error is identified and described to the user in text.|s03|low vision,|screenreader with magnification(exp=2),(version=0);|browser(exp=2),(version=0);|You will be presented a form in which several items are already filled in, but the last one is empty. For the empty item you will be asked to provide a date of birth. To provoke an error, please fill in 45/45/206 as the date of birth and submit the form. Once the error screen has appeared, please correct the date.|Was it easy to correct the date?|yesNoOpenQuestion|
sc2.5.1_l1_038|Mandatory text input field with error correction (date)|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains one text input field for entering the date of birth with mandatory input. If the user submits and no date is entered or the date is invalid, the error is identified and described to the user in text (server side detection).|The document is intended to pass, because the input error is identified and described to the user in text.|s04|low vision,|magnification software(exp=2),(version=0);|browser(exp=2),(version=0);|You will be presented a form in which several items are already filled in, but the last one is empty. For the empty item you will be asked to provide a date of birth. To provoke an error, please fill in 45/45/206 as the date of birth and submit the form. Once the error screen has appeared, please correct the date.|Was it easy to correct the date?|yesNoOpenQuestion|
sc2.5.1_l1_038|Mandatory text input field with error correction (date)|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains one text input field for entering the date of birth with mandatory input. If the user submits and no date is entered or the date is invalid, the error is identified and described to the user in text (server side detection).|The document is intended to pass, because the input error is identified and described to the user in text.|s05|dexterity impairment,motor impairment,|alternative input devices(exp=2),(version=0);|browser(exp=2),(version=0);|You will be presented a form in which several items are already filled in, but the last one is empty. For the empty item you will be asked to provide a date of birth. To provoke an error, please fill in 45/45/206 as the date of birth and submit the form. Once the error screen has appeared, please correct the date.|Was it easy to correct the date?|yesNoOpenQuestion|
sc2.5.1_l1_038|Mandatory text input field with error correction (date)|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains one text input field for entering the date of birth with mandatory input. If the user submits and no date is entered or the date is invalid, the error is identified and described to the user in text (server side detection).|The document is intended to pass, because the input error is identified and described to the user in text.|s06|dexterity impairment,motor impairment,||browser(exp=2),(version=0);|You will be presented a form in which several items are already filled in, but the last one is empty. For the empty item you will be asked to provide a date of birth. To provoke an error, please fill in 45/45/206 as the date of birth and submit the form. Once the error screen has appeared, please correct the date.|Was it easy to correct the date?|yesNoOpenQuestion|
sc2.5.1_l1_038|Mandatory text input field with error correction (date)|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains one text input field for entering the date of birth with mandatory input. If the user submits and no date is entered or the date is invalid, the error is identified and described to the user in text (server side detection).|The document is intended to pass, because the input error is identified and described to the user in text.|s07|ADHD,aphasia,colour vision deficiency,deafness,dyscalculus,dyslexia,functional illiteracy,hard of hearing,intellectual disability,learning disability,no disability,||browser(exp=2),(version=0);|You will be presented a form in which several items are already filled in, but the last one is empty. For the empty item you will be asked to provide a date of birth. To provoke an error, please fill in 45/45/206 as the date of birth and submit the form. Once the error screen has appeared, please correct the date.|Was it easy to correct the date?|yesNoOpenQuestion|
sc2.5.1_l1_038|Mandatory text input field with error correction (date)|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains one text input field for entering the date of birth with mandatory input. If the user submits and no date is entered or the date is invalid, the error is identified and described to the user in text (server side detection).|The document is intended to pass, because the input error is identified and described to the user in text.|s08|aphasia,dyscalculus,dyslexia,functional illiteracy,intellectual disability,learning disability,||talking browser(exp=2),(version=0);|You will be presented a form in which several items are already filled in, but the last one is empty. For the empty item you will be asked to provide a date of birth. To provoke an error, please fill in 45/45/206 as the date of birth and submit the form. Once the error screen has appeared, please correct the date.|Was it easy to correct the date?|yesNoOpenQuestion|
sc2.5.4_l3_015|Spell check for text input (check direct)|Document containing one text input field and a button to perform a spell check for the entered text.|The document is intended to pass, because a mechanisms for performing a spell check is provided.|s01|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),(version=0);|You will be presented a form where several items are already filled in, but the last one is empty. There is a spell checking facility available for the last item to support the user in avoiding typing mistakes. Please type in "salsman" (deliberately misspelled) and see whether you find it usable.|Was the spell checking facility usable?|yesNoOpenQuestion|
sc2.5.4_l3_015|Spell check for text input (check direct)|Document containing one text input field and a button to perform a spell check for the entered text.|The document is intended to pass, because a mechanisms for performing a spell check is provided.|s02|blindness,|screenreader(exp=2),(version=0);Braille display(exp=2),(version=0);|browser(exp=2),(version=0);|You will be presented a form where several items are already filled in, but the last one is empty. There is a spell checking facility available for the last item to support the user in avoiding typing mistakes. Please type in "salsman" (deliberately misspelled) and see whether you find it usable.|Was the spell checking facility usable?|yesNoOpenQuestion|
sc2.5.4_l3_015|Spell check for text input (check direct)|Document containing one text input field and a button to perform a spell check for the entered text.|The document is intended to pass, because a mechanisms for performing a spell check is provided.|s03|low vision,|screenreader with magnification(exp=2),(version=0);|browser(exp=2),(version=0);|You will be presented a form where several items are already filled in, but the last one is empty. There is a spell checking facility available for the last item to support the user in avoiding typing mistakes. Please type in "salsman" (deliberately misspelled) and see whether you find it usable.|Was the spell checking facility usable?|yesNoOpenQuestion|
sc2.5.4_l3_015|Spell check for text input (check direct)|Document containing one text input field and a button to perform a spell check for the entered text.|The document is intended to pass, because a mechanisms for performing a spell check is provided.|s04|low vision,|magnification software(exp=2),(version=0);|browser(exp=2),(version=0);|You will be presented a form where several items are already filled in, but the last one is empty. There is a spell checking facility available for the last item to support the user in avoiding typing mistakes. Please type in "salsman" (deliberately misspelled) and see whether you find it usable.|Was the spell checking facility usable?|yesNoOpenQuestion|
sc2.5.4_l3_015|Spell check for text input (check direct)|Document containing one text input field and a button to perform a spell check for the entered text.|The document is intended to pass, because a mechanisms for performing a spell check is provided.|s05|dexterity impairment,motor impairment,|alternative input devices(exp=2),(version=0);|browser(exp=2),(version=0);|You will be presented a form where several items are already filled in, but the last one is empty. There is a spell checking facility available for the last item to support the user in avoiding typing mistakes. Please type in "salsman" (deliberately misspelled) and see whether you find it usable.|Was the spell checking facility usable?|yesNoOpenQuestion|
sc2.5.4_l3_015|Spell check for text input (check direct)|Document containing one text input field and a button to perform a spell check for the entered text.|The document is intended to pass, because a mechanisms for performing a spell check is provided.|s06|dexterity impairment,motor impairment,||browser(exp=2),(version=0);|You will be presented a form where several items are already filled in, but the last one is empty. There is a spell checking facility available for the last item to support the user in avoiding typing mistakes. Please type in "salsman" (deliberately misspelled) and see whether you find it usable.|Was the spell checking facility usable?|yesNoOpenQuestion|
sc2.5.4_l3_015|Spell check for text input (check direct)|Document containing one text input field and a button to perform a spell check for the entered text.|The document is intended to pass, because a mechanisms for performing a spell check is provided.|s07|ADHD,aphasia,colour vision deficiency,deafness,dyscalculus,dyslexia,functional illiteracy,hard of hearing,intellectual disability,learning disability,no disability,||browser(exp=2),(version=0);|You will be presented a form where several items are already filled in, but the last one is empty. There is a spell checking facility available for the last item to support the user in avoiding typing mistakes. Please type in "salsman" (deliberately misspelled) and see whether you find it usable.|Was the spell checking facility usable?|yesNoOpenQuestion|
sc2.5.4_l3_015|Spell check for text input (check direct)|Document containing one text input field and a button to perform a spell check for the entered text.|The document is intended to pass, because a mechanisms for performing a spell check is provided.|s08|aphasia,dyscalculus,dyslexia,functional illiteracy,intellectual disability,learning disability,||talking browser(exp=2),(version=0);|You will be presented a form where several items are already filled in, but the last one is empty. There is a spell checking facility available for the last item to support the user in avoiding typing mistakes. Please type in "salsman" (deliberately misspelled) and see whether you find it usable.|Was the spell checking facility usable?|yesNoOpenQuestion|
sc2.5.4_l3_017|Help for entering information in a special format (date)|Document containing one text input field for entering the date (in a defined format). A link opens a further window where dates can be selected. The selected date is automatically updated in the text input field of the first window.|The document is intended to pass, because context sensitive help is provided for entering the date in a special format.|s01|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),(version=0);|You will be presented a form where several items are already filled in, but the last one is empty. For the empty item you are asked to provide a date. To do this, please use the link to a calendar next to this item. Select here  - November as month  - 10 as day  and submit the form.|Was this method of entering a date usable?|yesNoOpenQuestion|
sc2.5.4_l3_017|Help for entering information in a special format (date)|Document containing one text input field for entering the date (in a defined format). A link opens a further window where dates can be selected. The selected date is automatically updated in the text input field of the first window.|The document is intended to pass, because context sensitive help is provided for entering the date in a special format.|s02|blindness,|Braille display(exp=2),(version=0);screenreader(exp=2),(version=0);|browser(exp=2),(version=0);|You will be presented a form where several items are already filled in, but the last one is empty. For the empty item you are asked to provide a date. To do this, please use the link to a calendar next to this item. Select here  - November as month  - 10 as day  and submit the form.|Was this method of entering a date usable?|yesNoOpenQuestion|
sc2.5.4_l3_017|Help for entering information in a special format (date)|Document containing one text input field for entering the date (in a defined format). A link opens a further window where dates can be selected. The selected date is automatically updated in the text input field of the first window.|The document is intended to pass, because context sensitive help is provided for entering the date in a special format.|s03|low vision,|screenreader with magnification(exp=2),(version=0);|browser(exp=2),(version=0);|You will be presented a form where several items are already filled in, but the last one is empty. For the empty item you are asked to provide a date. To do this, please use the link to a calendar next to this item. Select here  - November as month  - 10 as day  and submit the form.|Was this method of entering a date usable?|yesNoOpenQuestion|
sc2.5.4_l3_017|Help for entering information in a special format (date)|Document containing one text input field for entering the date (in a defined format). A link opens a further window where dates can be selected. The selected date is automatically updated in the text input field of the first window.|The document is intended to pass, because context sensitive help is provided for entering the date in a special format.|s04|low vision,|magnification software(exp=2),(version=0);|browser(exp=2),(version=0);|You will be presented a form where several items are already filled in, but the last one is empty. For the empty item you are asked to provide a date. To do this, please use the link to a calendar next to this item. Select here  - November as month  - 10 as day  and submit the form.|Was this method of entering a date usable?|yesNoOpenQuestion|
sc2.5.4_l3_017|Help for entering information in a special format (date)|Document containing one text input field for entering the date (in a defined format). A link opens a further window where dates can be selected. The selected date is automatically updated in the text input field of the first window.|The document is intended to pass, because context sensitive help is provided for entering the date in a special format.|s05|dexterity impairment,motor impairment,|alternative input devices(exp=2),(version=0);|browser(exp=2),(version=0);|You will be presented a form where several items are already filled in, but the last one is empty. For the empty item you are asked to provide a date. To do this, please use the link to a calendar next to this item. Select here  - November as month  - 10 as day  and submit the form.|Was this method of entering a date usable?|yesNoOpenQuestion|
sc2.5.4_l3_017|Help for entering information in a special format (date)|Document containing one text input field for entering the date (in a defined format). A link opens a further window where dates can be selected. The selected date is automatically updated in the text input field of the first window.|The document is intended to pass, because context sensitive help is provided for entering the date in a special format.|s06|dexterity impairment,motor impairment,||browser(exp=2),(version=0);|You will be presented a form where several items are already filled in, but the last one is empty. For the empty item you are asked to provide a date. To do this, please use the link to a calendar next to this item. Select here  - November as month  - 10 as day  and submit the form.|Was this method of entering a date usable?|yesNoOpenQuestion|
sc2.5.4_l3_017|Help for entering information in a special format (date)|Document containing one text input field for entering the date (in a defined format). A link opens a further window where dates can be selected. The selected date is automatically updated in the text input field of the first window.|The document is intended to pass, because context sensitive help is provided for entering the date in a special format.|s07|ADHD,aphasia,colour vision deficiency,deafness,dyscalculus,dyslexia,functional illiteracy,hard of hearing,intellectual disability,learning disability,no disability,||browser(exp=2),(version=0);|You will be presented a form where several items are already filled in, but the last one is empty. For the empty item you are asked to provide a date. To do this, please use the link to a calendar next to this item. Select here  - November as month - 10 as day and submit the form.|Was this method of entering a date usable?|yesNoOpenQuestion|
sc2.5.4_l3_017|Help for entering information in a special format (date)|Document containing one text input field for entering the date (in a defined format). A link opens a further window where dates can be selected. The selected date is automatically updated in the text input field of the first window.|The document is intended to pass, because context sensitive help is provided for entering the date in a special format.|s08|aphasia,dyscalculus,dyslexia,functional illiteracy,intellectual disability,learning disability,||talking browser(exp=2),(version=0);|You will be presented a form where several items are already filled in, but the last one is empty. For the empty item you are asked to provide a date. To do this, please use the link to a calendar next to this item. Select here - November as month - 10 as day  and submit the form.|Was this method of entering a date usable?|yesNoOpenQuestion|
sc2.5.4_l3_018|Text area (in form) with spelling correction|Application containing a textarea for entering and spell-checking a message.|The test case is intended to pass because an accessible method for spell-checking is provided.|s01|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),(version=0);|Imagine you have a landlord whose name is Steven Cloud. His bank details have changed, so you have to inform your bank about this in order to transfer the rent to the right account. For the following task you will be shown an example for such a message that includes some typing errors. Please read the message without changing something and press the button “Check spelling” at the end. Then correct the typing errors.|Was it easy to correct the spelling?|yesNoOpenQuestion|
sc2.5.4_l3_018|Text area (in form) with spelling correction|Application containing a textarea for entering and spell-checking a message.|The test case is intended to pass because an accessible method for spell-checking is provided.|s02|blindness,|Braille display(exp=2),(version=0);|browser(exp=2),(version=0);|Imagine you have a landlord whose name is Steven Cloud. His bank details have changed, so you have to inform your bank about this in order to transfer the rent to the right account. For the following task you will be shown an example for such a message that includes some typing errors. Please read the message without changing something and press the button “Check spelling” at the end. Then correct the typing errors.|Was it easy to correct the spelling?|yesNoOpenQuestion|
sc2.5.4_l3_018|Text area (in form) with spelling correction|Application containing a textarea for entering and spell-checking a message.|The test case is intended to pass because an accessible method for spell-checking is provided.|s03|low vision,|magnification software(exp=2),(version=);|browser(exp=2),(version=0);|Imagine you have a landlord whose name is Steven Cloud. His bank details have changed, so you have to inform your bank about this in order to transfer the rent to the right account. For the following task you will be shown an example for such a message that includes some typing errors. Please read the message without changing something and press the button “Check spelling” at the end. Then correct the typing errors.|Was it easy to correct the spelling?|yesNoOpenQuestion|
sc2.5.4_l3_018|Text area (in form) with spelling correction|Application containing a textarea for entering and spell-checking a message.|The test case is intended to pass because an accessible method for spell-checking is provided.|s04|low vision,|screenreader with magnification(exp=2),(version=0);|browser(exp=2),(version=0);|Imagine you have a landlord whose name is Steven Cloud. His bank details have changed, so you have to inform your bank about this in order to transfer the rent to the right account. For the following task you will be shown an example for such a message that includes some typing errors. Please read the message without changing something and press the button “Check spelling” at the end. Then correct the typing errors.|Was it easy to correct the spelling?|yesNoOpenQuestion|
sc2.5.4_l3_018|Text area (in form) with spelling correction|Application containing a textarea for entering and spell-checking a message.|The test case is intended to pass because an accessible method for spell-checking is provided.|s05|ADHD,aphasia,colour vision deficiency,deafness,dyscalculus,dyslexia,functional illiteracy,hard of hearing,intellectual disability,learning disability,no disability,||browser(exp=2),(version=0);|Imagine you have a landlord whose name is Steven Cloud. His bank details have changed, so you have to inform your bank about this in order to transfer the rent to the right account. For the following task you will be shown an example for such a message that includes some typing errors. Please read the message without changing something and press the button “Check spelling” at the end. Then correct the typing errors.|Was it easy to correct the spelling?|yesNoOpenQuestion|
sc2.5.4_l3_018|Text area (in form) with spelling correction|Application containing a textarea for entering and spell-checking a message.|The test case is intended to pass because an accessible method for spell-checking is provided.|s06|aphasia,dyscalculus,dyslexia,functional illiteracy,intellectual disability,learning disability,||talking browser(exp=2),(version=0);|Imagine you have a landlord whose name is Steven Cloud. His bank details have changed, so you have to inform your bank about this in order to transfer the rent to the right account. For the following task you will be shown an example for such a message that includes some typing errors. Please read the message without changing something and press the button “Check spelling” at the end. Then correct the typing errors.|Was it easy to correct the spelling?|yesNoOpenQuestion|
sc2.5.4_l3_018|Text area (in form) with spelling correction|Application containing a textarea for entering and spell-checking a message.|The test case is intended to pass because an accessible method for spell-checking is provided.|s07|dexterity impairment,motor impairment,|alternative input devices(exp=2),(version=0);|browser(exp=2),(version=0);|Imagine you have a landlord whose name is Steven Cloud. His bank details have changed, so you have to inform your bank about this in order to transfer the rent to the right account. For the following task you will be shown an example for such a message that includes some typing errors. Please read the message without changing something and press the button “Check spelling” at the end. Then correct the typing errors.|Was it easy to correct the spelling?|yesNoOpenQuestion|
sc2.5.4_l3_018|Text area (in form) with spelling correction|Application containing a textarea for entering and spell-checking a message.|The test case is intended to pass because an accessible method for spell-checking is provided.|s08|dexterity impairment,motor impairment,||browser(exp=2),(version=0);|Imagine you have a landlord whose name is Steven Cloud. His bank details have changed, so you have to inform your bank about this in order to transfer the rent to the right account. For the following task you will be shown an example for such a message that includes some typing errors. Please read the message without changing something and press the button “Check spelling” at the end. Then correct the typing errors.|Was it easy to correct the spelling?|yesNoOpenQuestion|
sc3.1.1_l1_003|Correct lang attribute on body for primary language of content in German - override language information of html element|A page with the first few sentences of Theodor Fontane's novel Effi Briest, in German. The html element has lang and xml:lang attributes with the value for English ("en"). The body element has lang with the value for German ("de").|This test case is intended to pass because the primary natural language of the content is correctly identified. Tests should show that defining the primary natural language on the body element instead of the html element does not cause problems. Only the primary language is tested here, not language changes inside the content.|s01|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=1),(version=);|You need a screen reader that supports both English and German (e.g. by selecting automatic language recognition). We will present you a paragraph of a German text. Please just listen to the text. It is not necessary to understand the content.|Did your screen reader read the text as if it were English or German ?|multipleChoice|
sc3.1.1_l1_003|Correct lang attribute on body for primary language of content in German - override language information of html element|A page with the first few sentences of Theodor Fontane's novel Effi Briest, in German. The html element has lang and xml:lang attributes with the value for English ("en"). The body element has lang with the value for German ("de").|This test case is intended to pass because the primary natural language of the content is correctly identified. Tests should show that defining the primary natural language on the body element instead of the html element does not cause problems. Only the primary language is tested here, not language changes inside the content.|s02|low vision,|screenreader with magnification(exp=2),(version=0);|browser(exp=1),(version=);|You need a screen reader that supports both English and German (e.g. by selecting automatic language recognition). We will present you a paragraph of a German text. Please just listen to the text. It is not necessary to understand the content.|Did your screen reader read the text as if it were English or German ?|multipleChoice|
sc3.1.1_l1_003|Correct lang attribute on body for primary language of content in German - override language information of html element|A page with the first few sentences of Theodor Fontane's novel Effi Briest, in German. The html element has lang and xml:lang attributes with the value for English ("en"). The body element has lang with the value for German ("de").|This test case is intended to pass because the primary natural language of the content is correctly identified. Tests should show that defining the primary natural language on the body element instead of the html element does not cause problems. Only the primary language is tested here, not language changes inside the content.|s03|ADHD,aphasia,dexterity impairment,dyscalculus,dyslexia,functional illiteracy,intellectual disability,learning disability,low vision,motor impairment,no disability,||talking browser(exp=2),(version=0);|You need a talking browser that supports both English and German (e.g. by selecting automatic language recognition). We will present you a paragraph of a German text. Please just listen to the text. It is not necessary to understand the content.|Did your talking browser read the text as if it were English or German ?|multipleChoice|
sc3.1.1_l1_005|Correct lang attribute on body for primary language of content in German|A page with the first few sentences of Theodor Fontane's novel "Effi Briest", in German. The html element has no lang and xml:lang attributes, but the body element has a lang attribute with the value for German ("de").|This test case is intended to pass because the primary natural language of the content is correctly defined. Tests should show that defining the primary natural language on the body element instead of the html element does not cause problems. It is not strictly required that the language code should be defined on the html element, although that is what would be expected. Only the primary language is tested here, not language changes inside the content.|s01|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),(version=0);|You need a screen reader that supports both English and German (e.g. by selecting automatic language recognition). We will present you a paragraph of a German text. Please just listen to the text. It is not necessary to understand the content.|Did your screen reader read the text as if it were English or German ?|multipleChoice|
sc3.1.1_l1_005|Correct lang attribute on body for primary language of content in German|A page with the first few sentences of Theodor Fontane's novel "Effi Briest", in German. The html element has no lang and xml:lang attributes, but the body element has a lang attribute with the value for German ("de").|This test case is intended to pass because the primary natural language of the content is correctly defined. Tests should show that defining the primary natural language on the body element instead of the html element does not cause problems. It is not strictly required that the language code should be defined on the html element, although that is what would be expected. Only the primary language is tested here, not language changes inside the content.|s02|low vision,|screenreader with magnification(exp=2),(version=0);|browser(exp=2),(version=0);|You need a screen reader that supports both English and German (e.g. by selecting automatic language recognition). We will present you a paragraph of a German text. Please just listen to the text. It is not necessary to understand the content.|Did your screen reader read the text as if it were English or German ?|multipleChoice|
sc3.1.1_l1_005|Correct lang attribute on body for primary language of content in German|A page with the first few sentences of Theodor Fontane's novel "Effi Briest", in German. The html element has no lang and xml:lang attributes, but the body element has a lang attribute with the value for German ("de").|This test case is intended to pass because the primary natural language of the content is correctly defined. Tests should show that defining the primary natural language on the body element instead of the html element does not cause problems. It is not strictly required that the language code should be defined on the html element, although that is what would be expected. Only the primary language is tested here, not language changes inside the content.|s03|ADHD,aphasia,dexterity impairment,dyscalculus,dyslexia,functional illiteracy,intellectual disability,learning disability,low vision,motor impairment,no disability,||talking browser(exp=2),(version=0);|You need a talking browser that supports both English and German (e.g. by selecting automatic language recognition). We will present you a paragraph of a German text. Please just listen to the text. It is not necessary to understand the content.|Did your talking browser read the text as if it were English or German ?|multipleChoice|
sc3.1.1_l1_006|Correct language code and subcode for content in American English|A page with content in American English. The lang and xml:lang attribute on the html element contain the correct language and subcode: "en-US" for American English.|This test case is intended to pass because the primary natural language is correctly defined. Subcodes to identify versions of languages are not required.|s01|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),(version=0);|You need a screen reader that supports American English (e.g. by selecting automatic language recognition). We will present you a sentence in American English. Please just listen to the text and how it sounds to you.|Did your screen reader read the text in American English ?|multipleChoice|
sc3.1.1_l1_006|Correct language code and subcode for content in American English|A page with content in American English. The lang and xml:lang attribute on the html element contain the correct language and subcode: "en-US" for American English.|This test case is intended to pass because the primary natural language is correctly defined. Subcodes to identify versions of languages are not required.|s02|low vision,|screenreader with magnification(exp=2),(version=0);|browser(exp=2),(version=0);|You need a screen reader that supports American English (e.g. by selecting automatic language recognition). We will present you a sentence in American English. Please just listen to the text and how it sounds to you.|Did your screen reader read the text in American English ?|multipleChoice|
sc3.1.1_l1_006|Correct language code and subcode for content in American English|A page with content in American English. The lang and xml:lang attribute on the html element contain the correct language and subcode: "en-US" for American English.|This test case is intended to pass because the primary natural language is correctly defined. Subcodes to identify versions of languages are not required.|s03|ADHD,aphasia,dexterity impairment,dyscalculus,dyslexia,functional illiteracy,intellectual disability,learning disability,low vision,motor impairment,no disability,||talking browser(exp=2),(version=0);|You need a talking browser that supports American English (e.g. by selecting automatic language recognition). We will present you a sentence in American English. Please just listen to the text and how it sounds to you.|Did your talking browser read the text in American English ?|multipleChoice|
sc3.1.1_l1_007|Correct language code and subcode for content in British English|A page with content in British English. The lang and xml:lang attribute on the html element contain the correct language and subcode: "en-GB" for British English.|This test case is intended to pass because the primary natural language is correctly defined. Subcodes to identify versions of languages are not required.|s01|blindness,low vision,|screenreader(exp=2),(version=0);|browser(exp=2),(version=0);|You need a screen reader that supports British English (e.g. by selecting automatic language recognition). We will present you a sentence in British English. Please just listen to the text and how it sounds to you.|Did your screen reader read the text in British English ?|multipleChoice|
sc3.1.1_l1_007|Correct language code and subcode for content in British English|A page with content in British English. The lang and xml:lang attribute on the html element contain the correct language and subcode: "en-GB" for British English.|This test case is intended to pass because the primary natural language is correctly defined. Subcodes to identify versions of languages are not required.|s02|low vision,|screenreader with magnification(exp=2),(version=0);|browser(exp=2),(version=0);|You need a screen reader that supports British English (e.g. by selecting automatic language recognition). We will present you a sentence in British English. Please just listen to the text and how it sounds to you.|Did your screen reader read the text in British English ?|multipleChoice|
sc3.1.1_l1_007|Correct language code and subcode for content in British English|A page with content in British English. The lang and xml:lang attribute on the html element contain the correct language and subcode: "en-GB" for British English.|This test case is intended to pass because the primary natural language is correctly defined. Subcodes to identify versions of languages are not required.|s03|ADHD,aphasia,dexterity impairment,dyscalculus,dyslexia,functional illiteracy,intellectual disability,learning disability,low vision,motor impairment,no disability,||talking browser(exp=2),(version=0);|You need a talking browser that supports British English (e.g. by selecting automatic language recognition). We will present you a sentence in British English. Please just listen to the text and how it sounds to you.|Did your talking browser read the text in British English ?|multipleChoice|
sc3.1.5_l3_001|Difficult text with readable summary|A text that requires a reading ability above the upper secondary education level, with a summary at the bottom that does not require a reading ability higher than primary education level.|This test case is intended to pass because the summary at the bottom does not require a reading ability higher than primary education level. Only the reading level is tested here, not the other aspects of the document (descriptive section titles, expanded forms for abbreviations, etcetera).|s01|||browser(exp=1),(version=);||Does the summary help you understand the rest of the content?|yesNoQuestion|
sc3.1.5_l3_003|Difficult text with hard-to-read summary|A text that requires a reading ability above the upper secondary education level, with a summary at the bottom that requires a reading ability higher than primary education level.|This test case is intended to fail because the summary that is provided is still too difficult. Only the reading level is tested here, not the other aspects of the document (descriptive section titles, expanded forms for abbreviations, etcetera).|s01|||browser(exp=1),(version=);||Does the summary provided really help you to understand the rest of the content?|yesNoQuestion|
sc4.1.1_l1_005|Validity error: illegal attribute|An XHTML file that is well-formed but not valid because the dd elements have an alt attribute, which is not allowed on these elements. It is not clear how assistive technology responds to this; possibly, the alt attributes are ignored.|This test case is intended to fail because some elements have illegal attributes.|s01|blindness,low vision,|screenreader(exp=1),(version=);|browser(exp=1),(version=);||How many definitions of abbreviation are given?|multipleChoice|
sc4.1.1_l1_005|Validity error: illegal attribute|An XHTML file that is well-formed but not valid because the dd elements have an alt attribute, which is not allowed on these elements. It is not clear how assistive technology responds to this; possibly, the alt attributes are ignored.|This test case is intended to fail because some elements have illegal attributes.|s02|blindness,|Braille display(exp=1),(version=0);|browser(exp=1),(version=);||How many definitions of abbreviation are given?|multipleChoice|
sc4.1.1_l1_005|Validity error: illegal attribute|An XHTML file that is well-formed but not valid because the dd elements have an alt attribute, which is not allowed on these elements. It is not clear how assistive technology responds to this; possibly, the alt attributes are ignored.|This test case is intended to fail because some elements have illegal attributes.|s03|low vision,|screenreader with magnification(exp=2),(version=0);|browser(exp=1),(version=);||How many definitions of abbreviation are given?|multipleChoice|
sc4.1.1_l1_006|Well-formedness error: duplicate attributes|An XHTML file that is not well-formed because there is an img element that has two alt attributes instead of one. Both alt attributes contain a different text alternative. It is not clear if the first or the last attribute will take precedence in user agents and assistive technologies.|This test case is intended to fail because there is an element with duplicate attributes. This makes the document ambiguous for screen readers.|s01|blindness,low vision,|screenreader(exp=3),(version=);Braille display(exp=3),(version=);|browser(exp=3),(version=);||Which description of the image did you hear?|multipleChoice|
